,target,pred,category,bcountry,nat,movement,out,embedding,lstm,hidden
893,1.0,[0.5720866],"['http://dbpedia.org/resource/Category:Canadian_landscape_painters', 'http://dbpedia.org/resource/Category:Artists_from_Ontario', 'http://dbpedia.org/resource/Category:20th-century_Canadian_male_artists', 'http://dbpedia.org/resource/Category:Canoeing_deaths', 'http://dbpedia.org/resource/Category:Canadian_Impressionist_painters', 'http://dbpedia.org/resource/Category:20th-century_Canadian_painters', 'http://dbpedia.org/resource/Category:1917_deaths', 'http://dbpedia.org/resource/Category:Missing_person_cases_in_Canada', 'http://dbpedia.org/resource/Category:1877_births', 'http://dbpedia.org/resource/Category:Unsolved_deaths', 'http://dbpedia.org/resource/Category:Canadian_male_painters', 'http://dbpedia.org/resource/Category:19th-century_Canadian_male_artists', 'http://dbpedia.org/resource/Category:Persons_of_National_Historic_Significance_(Canada)']",['http://dbpedia.org/resource/Canada'],['http://dbpedia.org/resource/Canadians'],"['http://dbpedia.org/resource/Art_Nouveau', 'http://dbpedia.org/resource/Group_of_Seven_(artists)', 'http://dbpedia.org/resource/Arts_and_Crafts_movement']",0,20,0,20
894,1.0,[0.49139017],"['http://dbpedia.org/resource/Category:20th-century_American_male_artists', 'http://dbpedia.org/resource/Category:American_production_designers', 'http://dbpedia.org/resource/Category:Silent_film_directors', 'http://dbpedia.org/resource/Category:Painters_from_New_York_City', 'http://dbpedia.org/resource/Category:American_male_painters', 'http://dbpedia.org/resource/Category:Olympic_competitors_in_art_competitions', 'http://dbpedia.org/resource/Category:American_muralists']",['http://dbpedia.org/resource/United_States'],['unknown'],['unknown'],0,2,14,4
895,1.0,[0.69045365],"['http://dbpedia.org/resource/Category:1656_births', 'http://dbpedia.org/resource/Category:French_portrait_painters', 'http://dbpedia.org/resource/Category:1746_deaths']",['unknown'],['unknown'],['http://dbpedia.org/resource/Rococo'],0,4,24,14
896,1.0,[0.8507778],"['http://dbpedia.org/resource/Category:Flemish_art', 'http://dbpedia.org/resource/Category:Renaissance_paintings', 'http://dbpedia.org/resource/Category:Burgundian_Netherlands']",['unknown'],['unknown'],['unknown'],0,20,20,24
897,1.0,[0.89560384],"['http://dbpedia.org/resource/Category:Trecento_painters', 'http://dbpedia.org/resource/Category:Catholic_painters', 'http://dbpedia.org/resource/Category:13th-century_births', 'http://dbpedia.org/resource/Category:Italian_male_painters', 'http://dbpedia.org/resource/Category:13th-century_Italian_painters']",['http://dbpedia.org/resource/Italy'],['unknown'],"['http://dbpedia.org/resource/Sienese_school', 'http://dbpedia.org/resource/Gothic_art']",0,20,10,24
898,1.0,[0.76593876],"['http://dbpedia.org/resource/Category:French_male_painters', 'http://dbpedia.org/resource/Category:19th-century_French_male_artists', 'http://dbpedia.org/resource/Category:Prix_de_Rome_for_painting', 'http://dbpedia.org/resource/Category:Orientalist_painters', 'http://dbpedia.org/resource/Category:Academic_art']",['unknown'],['unknown'],['unknown'],0,4,24,24
899,1.0,[0.81409425],"['http://dbpedia.org/resource/Category:People_from_Kalundborg', 'http://dbpedia.org/resource/Category:1848_deaths', 'http://dbpedia.org/resource/Category:Danish_male_painters']",['http://dbpedia.org/resource/Denmark'],['Danish'],['unknown'],0,20,5,24
900,1.0,[0.50866205],"['http://dbpedia.org/resource/Category:National_Academy_of_Design_alumni', 'http://dbpedia.org/resource/Category:1862_births', 'http://dbpedia.org/resource/Category:1935_deaths']",['http://dbpedia.org/resource/United_States'],['http://dbpedia.org/resource/United_States'],['unknown'],0,4,24,4
901,1.0,[0.13763253],"['http://dbpedia.org/resource/Category:1618_births', 'http://dbpedia.org/resource/Category:Painters_from_Bologna', 'http://dbpedia.org/resource/Category:17th-century_Italian_painters']",['unknown'],['Italian'],['http://dbpedia.org/resource/Baroque'],0,4,24,0
902,0.0,[0.3747661],"['http://dbpedia.org/resource/Category:1929_births', 'http://dbpedia.org/resource/Category:20th-century_English_painters', 'http://dbpedia.org/resource/Category:English_landscape_painters', 'http://dbpedia.org/resource/Category:2017_deaths']",['unknown'],['unknown'],['unknown'],0,4,24,2
903,1.0,[0.8487153],"['http://dbpedia.org/resource/Category:Medical_illustrators', 'http://dbpedia.org/resource/Category:Royal_Army_Medical_Corps_officers', 'http://dbpedia.org/resource/Category:1862_births', 'http://dbpedia.org/resource/Category:Fellows_of_the_Royal_College_of_Surgeons', 'http://dbpedia.org/resource/Category:20th-century_English_painters', 'http://dbpedia.org/resource/Category:British_Impressionist_painters', 'http://dbpedia.org/resource/Category:World_War_I_artists', 'http://dbpedia.org/resource/Category:19th-century_English_male_artists', 'http://dbpedia.org/resource/Category:People_from_Solihull', 'http://dbpedia.org/resource/Category:People_educated_at_Bloxham_School', 'http://dbpedia.org/resource/Category:19th-century_English_painters', 'http://dbpedia.org/resource/Category:People_educated_at_Clifton_College']","['http://dbpedia.org/resource/England_national_rugby_union_team', 'http://dbpedia.org/resource/United_Kingdom']",['unknown'],['unknown'],0,20,10,24
904,0.0,[0.500269],"['http://dbpedia.org/resource/Category:Deaths_from_multiple_sclerosis', 'http://dbpedia.org/resource/Category:20th-century_British_male_artists', 'http://dbpedia.org/resource/Category:People_from_Tamworth,_Staffordshire', 'http://dbpedia.org/resource/Category:British_male_painters', 'http://dbpedia.org/resource/Category:1961_births']",['unknown'],['unknown'],['unknown'],0,4,24,4
905,0.0,[0.5309466],"['http://dbpedia.org/resource/Category:1922_births', 'http://dbpedia.org/resource/Category:20th-century_Belgian_poets', 'http://dbpedia.org/resource/Category:Tuberculosis_deaths_in_Belgium', 'http://dbpedia.org/resource/Category:Belgian_poets_in_French', 'http://dbpedia.org/resource/Category:20th-century_Belgian_male_writers', 'http://dbpedia.org/resource/Category:Belgian_painters']",['http://dbpedia.org/resource/Belgium'],['Belgian'],['unknown'],0,20,0,20
906,0.0,[0.5599099],"['http://dbpedia.org/resource/Category:Dutch_emigrants_to_the_United_States', 'http://dbpedia.org/resource/Category:20th-century_American_painters', 'http://dbpedia.org/resource/Category:1894_births', 'http://dbpedia.org/resource/Category:Artists_from_Los_Angeles', 'http://dbpedia.org/resource/Category:American_male_painters', 'http://dbpedia.org/resource/Category:American_muralists', 'http://dbpedia.org/resource/Category:Painters_from_California']",['unknown'],['unknown'],['unknown'],0,20,0,20
907,0.0,[0.1369327],"['http://dbpedia.org/resource/Category:20th-century_Czech_male_artists', 'http://dbpedia.org/resource/Category:Academy_of_Fine_Arts,_Prague_alumni', 'http://dbpedia.org/resource/Category:19th-century_Czech_male_artists', 'http://dbpedia.org/resource/Category:Czech_male_painters', 'http://dbpedia.org/resource/Category:19th-century_Czech_painters']",['unknown'],['unknown'],['unknown'],0,20,0,0
908,0.0,[0.37109867],"['http://dbpedia.org/resource/Category:Artists_from_Washington,_D.C.', 'http://dbpedia.org/resource/Category:American_collage_artists', 'http://dbpedia.org/resource/Category:20th-century_American_painters', 'http://dbpedia.org/resource/Category:African-American_painters', 'http://dbpedia.org/resource/Category:American_male_painters']",['unknown'],['http://dbpedia.org/resource/United_States'],['unknown'],0,4,24,2
909,0.0,[0.39174283],"['http://dbpedia.org/resource/Category:English_engravers', 'http://dbpedia.org/resource/Category:1877_deaths', 'http://dbpedia.org/resource/Category:English_watercolourists', 'http://dbpedia.org/resource/Category:1808_births']",['unknown'],['unknown'],['unknown'],0,4,24,3
910,1.0,[0.9207226],"['http://dbpedia.org/resource/Category:1780_births', 'http://dbpedia.org/resource/Category:French_neoclassical_painters', 'http://dbpedia.org/resource/Category:Orientalist_painters', 'http://dbpedia.org/resource/Category:19th-century_painters_of_historical_subjects', 'http://dbpedia.org/resource/Category:Prix_de_Rome_for_painting', 'http://dbpedia.org/resource/Category:19th-century_French_painters', 'http://dbpedia.org/resource/Category:École_des_Beaux-Arts_alumni', 'http://dbpedia.org/resource/Category:Burials_at_Père_Lachaise_Cemetery', 'http://dbpedia.org/resource/Category:Pupils_of_Jacques-Louis_David', 'http://dbpedia.org/resource/Category:Academic_art', 'http://dbpedia.org/resource/Category:People_from_Montauban', 'http://dbpedia.org/resource/Category:1867_deaths']",['http://dbpedia.org/resource/France'],['unknown'],"['http://dbpedia.org/resource/Neoclassicism', 'http://dbpedia.org/resource/Orientalism']",0,20,10,24
911,0.0,[0.40507972],"['http://dbpedia.org/resource/Category:20th-century_classical_composers', 'http://dbpedia.org/resource/Category:Spanish_women_classical_composers', 'http://dbpedia.org/resource/Category:20th-century_Spanish_singers', 'http://dbpedia.org/resource/Category:20th-century_Spanish_women_artists', 'http://dbpedia.org/resource/Category:20th-century_Spanish_painters', 'http://dbpedia.org/resource/Category:Composers_from_the_Valencian_Community', 'http://dbpedia.org/resource/Category:20th-century_women_composers']",['http://dbpedia.org/resource/Spain'],['unknown'],['unknown'],0,4,24,3
912,1.0,[0.41135365],"['http://dbpedia.org/resource/Category:20th-century_Spanish_painters', 'http://dbpedia.org/resource/Category:19th-century_Spanish_male_artists', 'http://dbpedia.org/resource/Category:Orientalist_painters', 'http://dbpedia.org/resource/Category:Spanish_male_painters', 'http://dbpedia.org/resource/Category:Painters_from_the_Valencian_Community', 'http://dbpedia.org/resource/Category:1866_births']",['unknown'],['http://dbpedia.org/resource/Spain'],['unknown'],0,4,24,3
913,1.0,[0.7200632],"['http://dbpedia.org/resource/Category:18th-century_French_painters', 'http://dbpedia.org/resource/Category:French_male_painters', 'http://dbpedia.org/resource/Category:Prix_de_Rome_for_painting', 'http://dbpedia.org/resource/Category:1832_deaths', 'http://dbpedia.org/resource/Category:French_neoclassical_painters']",['http://dbpedia.org/resource/France'],['French'],['http://dbpedia.org/resource/Neoclassicism'],0,4,24,19
914,0.0,[0.07508282],"['http://dbpedia.org/resource/Category:20th-century_American_painters', 'http://dbpedia.org/resource/Category:1961_births', 'http://dbpedia.org/resource/Category:20th-century_Ukrainian_male_artists', 'http://dbpedia.org/resource/Category:21st-century_American_male_artists']",['unknown'],['unknown'],['unknown'],0,4,24,0
915,0.0,[0.54069066],"['http://dbpedia.org/resource/Category:Recipients_of_the_Thorvaldsen_Medal', 'http://dbpedia.org/resource/Category:19th-century_Danish_male_artists', 'http://dbpedia.org/resource/Category:Danish_male_painters', 'http://dbpedia.org/resource/Category:Royal_Danish_Academy_of_Fine_Arts_alumni', 'http://dbpedia.org/resource/Category:Danish_romantic_painters', 'http://dbpedia.org/resource/Category:1824_births']",['http://dbpedia.org/resource/Denmark'],['Danish'],['unknown'],0,4,24,4
916,1.0,[0.48598048],"['http://dbpedia.org/resource/Category:Painters_from_Florence', 'http://dbpedia.org/resource/Category:17th-century_Italian_painters']",['http://dbpedia.org/resource/Italy'],['http://dbpedia.org/resource/Italy'],['http://dbpedia.org/resource/Baroque'],0,4,24,4
917,1.0,[0.6264789],"['http://dbpedia.org/resource/Category:19th-century_French_male_artists', 'http://dbpedia.org/resource/Category:20th-century_Danish_male_artists', 'http://dbpedia.org/resource/Category:French_people_of_Creole_descent', 'http://dbpedia.org/resource/Category:Jewish_School_of_Paris', 'http://dbpedia.org/resource/Category:École_des_Beaux-Arts_alumni', 'http://dbpedia.org/resource/Category:20th-century_French_painters', 'http://dbpedia.org/resource/Category:People_from_the_Danish_West_Indies', 'http://dbpedia.org/resource/Category:Danish_male_painters', 'http://dbpedia.org/resource/Category:French_Impressionist_painters', 'http://dbpedia.org/resource/Category:French_expatriates_in_England', 'http://dbpedia.org/resource/Category:19th-century_Danish_painters', 'http://dbpedia.org/resource/Category:French_people_of_Portuguese-Jewish_descent', 'http://dbpedia.org/resource/Category:20th-century_French_male_artists', 'http://dbpedia.org/resource/Category:Danish_people_of_French_descent', 'http://dbpedia.org/resource/Category:People_from_Saint_Thomas,_U.S._Virgin_Islands', 'http://dbpedia.org/resource/Category:School_of_Paris', 'http://dbpedia.org/resource/Category:19th-century_French_Sephardi_Jews', 'http://dbpedia.org/resource/Category:Jewish_painters', 'http://dbpedia.org/resource/Category:20th-century_Danish_painters']",['http://dbpedia.org/resource/United_States'],"['Danish, French']","['http://dbpedia.org/resource/Post-Impressionism', 'http://dbpedia.org/resource/Impressionism']",0,20,0,21
918,0.0,[0.37269157],"['http://dbpedia.org/resource/Category:Jewish_American_artists', 'http://dbpedia.org/resource/Category:21st-century_American_Jews']",['http://dbpedia.org/resource/United_States'],['American'],['http://dbpedia.org/resource/Abstract_expressionism'],0,11,12,10
919,0.0,[0.6368685],"['http://dbpedia.org/resource/Category:Danish_Frisian_people', 'http://dbpedia.org/resource/Category:Frisian_painters', 'http://dbpedia.org/resource/Category:1787_births']",['http://dbpedia.org/resource/http://dbpedia.org/resource/Germany'],['http://dbpedia.org/resource/Denmark'],['http://dbpedia.org/resource/Naïve_art'],0,15,10,21
920,1.0,[0.63358045],"['http://dbpedia.org/resource/Category:Writers_from_Volos', 'http://dbpedia.org/resource/Category:Academy_of_Fine_Arts,_Munich_alumni', 'http://dbpedia.org/resource/Category:Giorgio_de_Chirico', 'http://dbpedia.org/resource/Category:Greek_male_painters', 'http://dbpedia.org/resource/Category:People_of_Sicilian_descent', 'http://dbpedia.org/resource/Category:Italian_surrealist_artists', 'http://dbpedia.org/resource/Category:Members_of_the_Royal_Academy_of_Belgium', 'http://dbpedia.org/resource/Category:1978_deaths', 'http://dbpedia.org/resource/Category:Ballet_designers', 'http://dbpedia.org/resource/Category:Italian_expatriates_in_Greece', 'http://dbpedia.org/resource/Category:School_of_Paris', 'http://dbpedia.org/resource/Category:Italian_male_painters', 'http://dbpedia.org/resource/Category:1888_births']",['http://dbpedia.org/resource/Greece'],['Italian'],"['http://dbpedia.org/resource/Metaphysical_art', 'http://dbpedia.org/resource/Surrealism']",0,20,0,21
921,0.0,[0.698629],"['http://dbpedia.org/resource/Category:American_multimedia_artists', 'http://dbpedia.org/resource/Category:University_of_Michigan_alumni']",['unknown'],['unknown'],['unknown'],0,7,21,22
922,1.0,[0.358241],"['http://dbpedia.org/resource/Category:Knights_Grand_Cross_of_the_Order_of_Isabella_the_Catholic', 'http://dbpedia.org/resource/Category:Colombian_male_painters', 'http://dbpedia.org/resource/Category:Living_people', 'http://dbpedia.org/resource/Category:Modern_sculptors']",['http://dbpedia.org/resource/Colombia'],['Colombian'],['unknown'],0,20,0,10
923,1.0,[0.6589263],"['http://dbpedia.org/resource/Category:1501_deaths', 'http://dbpedia.org/resource/Category:Italian_architecture_writers', 'http://dbpedia.org/resource/Category:Italian_male_non-fiction_writers', 'http://dbpedia.org/resource/Category:Italian_Renaissance_architects']",['unknown'],['unknown'],['unknown'],0,20,5,22
924,1.0,[0.8731162],"['http://dbpedia.org/resource/Category:Estonian_painters', 'http://dbpedia.org/resource/Category:Early_Netherlandish_painters', 'http://dbpedia.org/resource/Category:16th-century_Flemish_painters', 'http://dbpedia.org/resource/Category:1460s_births', 'http://dbpedia.org/resource/Category:Flemish_portrait_painters', 'http://dbpedia.org/resource/Category:16th-century_Estonian_people']",['unknown'],['unknown'],['http://dbpedia.org/resource/Early_Netherlandish_painting'],0,20,5,24
925,0.0,[0.40379915],"['http://dbpedia.org/resource/Category:Royal_Academicians', 'http://dbpedia.org/resource/Category:British_male_painters', 'http://dbpedia.org/resource/Category:People_educated_at_Lancing_College', 'http://dbpedia.org/resource/Category:Alumni_of_Trinity_College,_Oxford', 'http://dbpedia.org/resource/Category:2009_deaths', 'http://dbpedia.org/resource/Category:Alumni_of_the_Ruskin_School_of_Art']",['unknown'],['English'],['http://dbpedia.org/resource/Fauvism'],0,4,24,3
